product_name,price_elasticity,pricing_recommendation,total_revenue
TUB 24 PINK FLOWER PEGS,6349815872639417.0,Increase Price (Inelastic),722.6999999999999
FOLKART HEART NAPKIN RINGS,-0.576,Optimize / Monitor Price,722.22
SET/12 FUNKY FELT FLOWER PEG IN BAG,-11.217,Reduce Price (Highly Elastic),720.84
FROG CANDLE,-12.684,Reduce Price (Highly Elastic),719.62
DAISY JOURNAL ,-4.537,Reduce Price (Highly Elastic),718.67
NEW BAROQUE JEWELLERY BOX ,-30.06,Reduce Price (Highly Elastic),717.3000000000001
WHITE WITH BLACK CATS PLATE,-9.796,Reduce Price (Highly Elastic),716.23
MIRRORED WALL ART SKULLS,-1.633,Reduce Price (Highly Elastic),715.0
PAINTED BIRD ASSORTED CHRISTMAS,6321855072878235.0,Increase Price (Inelastic),714.87
SMALL KITCHEN FLOWER POTS PLAQUE,-3.269,Reduce Price (Highly Elastic),714.2
ZINC HEART LATTICE PLANTER BOWL,-48.311,Reduce Price (Highly Elastic),713.8
SKULLS STORAGE BOX SMALL,-8.299,Reduce Price (Highly Elastic),713.4
TRAVEL CARD WALLET FLOWER MEADOW,-39.376,Reduce Price (Highly Elastic),712.14
MEDIUM CHINESE STYLE SCISSOR,-7.128,Reduce Price (Highly Elastic),711.88
FRENCH BLUE METAL DOOR SIGN 0,27.745,Increase Price (Inelastic),710.65
PASTEL COLOUR HONEYCOMB FAN,-1.609,Reduce Price (Highly Elastic),709.89
RIDGED GLASS FINGER BOWL,-1.295,Reduce Price (Highly Elastic),709.5899999999999
MOROCCAN BEATEN METAL DISH,-3.32,Reduce Price (Highly Elastic),707.8000000000001
COCKLE SHELL DISH,-2.682,Reduce Price (Highly Elastic),707.08
COCKTAIL SWORDS 50 PIECES,-71.09,Reduce Price (Highly Elastic),706.08
BLUE  DIAMANTE PEN IN GIFT BOX,-4.34,Reduce Price (Highly Elastic),705.45
ABSTRACT CIRCLES NOTEBOOK,-22.55,Reduce Price (Highly Elastic),700.2
FUNKY MONKEY MUG,-14.477,Reduce Price (Highly Elastic),699.15
"TUMBLER, NEW ENGLAND",-0.979,Optimize / Monitor Price,696.24
FRENCH STYLE STORAGE JAR BONBONS,-1.679,Reduce Price (Highly Elastic),695.06
SMALL FOLKART STAR CHRISTMAS DEC,-1.591,Reduce Price (Highly Elastic),694.3499999999999
MIRROR MOSAIC CANDLE PLATE,-8.357,Reduce Price (Highly Elastic),694.26
BLUE  SPOTTY PUDDING BOWL,-12.988,Reduce Price (Highly Elastic),694.08
CANDY SPOT EGG WARMER HARE,-1.021,Reduce Price (Highly Elastic),693.99
GLASS BONBON JAR PARFUME AUX FLEURE,-18.725,Reduce Price (Highly Elastic),693.48
SMALL PINK GLASS SUNDAE DISH,-1.639,Reduce Price (Highly Elastic),693.15
HANGING BAUBLE T-LIGHT HOLDER LARGE,-143.082,Reduce Price (Highly Elastic),691.75
SKULLS DESIGN FLANNEL,-1.306,Reduce Price (Highly Elastic),691.2
MOTHER'S KITCHEN SPOON REST ,0.25,Increase Price (Inelastic),690.71
CHRISTMAS TREE HANGING GOLD,14.968,Increase Price (Inelastic),690.64
ASS COL LARGE SAND FROG P'WEIGHT,-19.022,Reduce Price (Highly Elastic),689.67
"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",-1.247,Reduce Price (Highly Elastic),685.12
SET/4 BADGES DOGS,-0.164,Increase Price (Inelastic),684.5600000000001
SET OF 6 ICE CREAM SKITTLES,4113927851085401.5,Increase Price (Inelastic),684.4000000000001
S/4 BLACK DINNER CANDLE SILVER FLOC,-2.328,Reduce Price (Highly Elastic),684.36
LA PALMIERA WALL THERMOMETER,-9.74,Reduce Price (Highly Elastic),680.0
SET/4 BADGES BEETLES,-2.235,Reduce Price (Highly Elastic),679.68
DINOSAUR BIRTHDAY CARD,-52.985,Reduce Price (Highly Elastic),678.84
HELLO SAILOR BATHROOM SET,-2.461,Reduce Price (Highly Elastic),678.8
SILVER SKULL HOT WATER BOTTLE ,-366.756,Reduce Price (Highly Elastic),673.86
MINI  ZINC GARDEN DECORATIONS ,-2.049,Reduce Price (Highly Elastic),673.06
RETRO SPOT CANDLE  LARGE,-8.068,Reduce Price (Highly Elastic),672.0
CHRISTMAS TREE HANGING SILVER ,13.494,Increase Price (Inelastic),671.77
S/2 BEACH HUT TREASURE CHESTS,-2.226,Reduce Price (Highly Elastic),671.6500000000001
FOLKART BAUBLE CHRISTMAS DECORATION,-1.588,Reduce Price (Highly Elastic),671.51
PINK PILLAR CANDLE SILVER FLOCK,-3.657,Reduce Price (Highly Elastic),670.28
PINK GOOSE FEATHER TREE 60CM,-1.412,Reduce Price (Highly Elastic),670.25
DRAWER KNOB VINTAGE GLASS BALL,18.42,Increase Price (Inelastic),669.61
SCOTTIES CHILDRENS APRON,-69.832,Reduce Price (Highly Elastic),667.35
SET OF 4 NAPKIN CHARMS CROWNS ,-1.069,Reduce Price (Highly Elastic),665.62
2 PICTURE BOOK EGGS EASTER DUCKS,-38.646,Reduce Price (Highly Elastic),665.0
HEART EAR MUFF HEADPHONES,-75.389,Reduce Price (Highly Elastic),663.75
RED VICTORIAN FABRIC OVAL BOX,-8.582,Reduce Price (Highly Elastic),662.8100000000001
S/4 PURPLE DINNER CANDLE BLK FLOCK,-7.957,Reduce Price (Highly Elastic),662.67
STRAWBERRY SCENTED SET/9 T-LIGHTS,-350.937,Reduce Price (Highly Elastic),662.4
LARGE BONNE JAM JAR  T-LIGHT HOLDER,-12.521,Reduce Price (Highly Elastic),662.0600000000001
WRAP FLOWER SHOP  ,-2598178817832011.5,Reduce Price (Highly Elastic),661.5
FLOWER FAIRY SET 3 CANDLES LAVENDER,0.541,Increase Price (Inelastic),660.9
WRAP FOLK ART,-3.104,Reduce Price (Highly Elastic),658.75
TRIPLE WIRE HOOK IVORY HEART,4.071,Increase Price (Inelastic),658.5400000000001
PAPER LANTERN 7 POINT SNOW STAR,0.0,Increase Price (Inelastic),658.35
GINGHAM BABUSHKA DOORSTOP,-1.318,Reduce Price (Highly Elastic),657.61
PACK OF 6 SMALL FRUIT STRAWS,-200.068,Reduce Price (Highly Elastic),657.6000000000001
RECTANGULAR SHAPED MIRROR,-2.125,Reduce Price (Highly Elastic),656.9000000000001
BEACH HUT MIRROR,-2.092,Reduce Price (Highly Elastic),654.54
MIRROR LOVE BIRD T-LIGHT HOLDER,-1.098,Reduce Price (Highly Elastic),654.15
LARGE TORTILLA DESIGN RED BOWL,-3.204,Reduce Price (Highly Elastic),653.0999999999999
PINK PATCH PENCIL CASE BLUE HEART,1.892,Increase Price (Inelastic),652.53
VINTAGE BEAD PINK SHADE ,0.837,Increase Price (Inelastic),652.5
ROBIN CHRISTMAS CARD,-495.508,Reduce Price (Highly Elastic),651.6
GINGHAM HEART WREATH,-133.07,Reduce Price (Highly Elastic),650.7
DECORATION  PINK CHICK MAGIC GARDEN,-28.985,Reduce Price (Highly Elastic),650.43
SET/6 COLLAGE PAPER CUPS,-1.896,Reduce Price (Highly Elastic),650.4000000000001
BOTANICAL ROSE GREETING CARD,-65.043,Reduce Price (Highly Elastic),649.6800000000001
ROSE DU SUD OVEN GLOVE,-4.139,Reduce Price (Highly Elastic),649.1500000000001
SET OF 36 SILVER PAPER DOILIES,-2299526969724817.5,Reduce Price (Highly Elastic),648.15
VINTAGE SHELLS PRINT,-37.961,Reduce Price (Highly Elastic),647.45
RETROSPOT BABUSHKA DOORSTOP,-1.589,Reduce Price (Highly Elastic),647.12
PINK OVAL JEWELLED MIRROR,-27.227,Reduce Price (Highly Elastic),647.1
CURIOUS  IMAGES NOTEBOOK SET,-0.821,Optimize / Monitor Price,647.0
FRENCH CHATEAU SMALL FRUITBOWL,-2.818,Reduce Price (Highly Elastic),646.65
BUNNY WOODEN PAINTED WITH FLOWER ,0.603,Increase Price (Inelastic),644.52
SILVER ROCOCO CANDLE STICK,-2.564,Reduce Price (Highly Elastic),643.9499999999999
WRAP DAISY CARPET ,-3.824,Reduce Price (Highly Elastic),640.95
PIN CUSHION BABUSHKA PINK,-3.1,Reduce Price (Highly Elastic),640.69
GLASS CHALICE GREEN  SMALL ,-1.279,Reduce Price (Highly Elastic),640.26
SET OF 4 NAPKIN CHARMS 3 KEYS ,-1.399,Reduce Price (Highly Elastic),640.02
BLACK BAROQUE WALL CLOCK ,-2.238,Reduce Price (Highly Elastic),639.6
CLAM SHELL SMALL ,-1.582,Reduce Price (Highly Elastic),638.89
ASS COL SMALL SAND GECKO P'WEIGHT,-56.703,Reduce Price (Highly Elastic),638.28
WRAP BLUE RUSSIAN FOLKART,-3.036,Reduce Price (Highly Elastic),636.75
TEA TIME PAPER LANTERNS,-49.524,Reduce Price (Highly Elastic),634.3999999999999
ROMANTIC IMAGES SCRAP BOOK SET,-2.145,Reduce Price (Highly Elastic),634.2
VINTAGE NOTEBOOK PARIS DAYS,-20.934,Reduce Price (Highly Elastic),631.6
SMALL APOTHECARY MEASURING JAR ,-35.373,Reduce Price (Highly Elastic),629.05
STANDING FAIRY POLE SUPPORT ,-5.237,Reduce Price (Highly Elastic),627.8299999999999
RED ORGANIC CANDLE IN GLASS,-32.392,Reduce Price (Highly Elastic),627.0500000000001
CERAMIC PLATE LOVE HEART DESIGN,-4.269,Reduce Price (Highly Elastic),625.8
SET/6 EAU DE NIL BIRD T-LIGHTS,-2.049,Reduce Price (Highly Elastic),624.23
MULTICOLOUR  CONFETTI IN TUBE,-2.866,Reduce Price (Highly Elastic),623.01
SET OF PICTURE FRAME  STICKERS,1.058,Increase Price (Inelastic),622.19
CAMOUFLAGE EAR MUFF HEADPHONES,-2.559,Reduce Price (Highly Elastic),622.13
FRENCH CHATEAU LARGE FRUIT BOWL ,-1.247,Reduce Price (Highly Elastic),621.75
IVORY HANGING DECORATION  EGG,-0.39,Optimize / Monitor Price,621.65
IVORY HANGING BIRD PLANTER ,-94.886,Reduce Price (Highly Elastic),621.5999999999999
STRAWBRY SCENTED VOTIVE CANDLE,-2.062,Reduce Price (Highly Elastic),621.4499999999999
CHERUB HEART DECORATION GOLD,17.131,Increase Price (Inelastic),620.45
VINTAGE NOTEBOOK TRAVELOGUE,-9.805,Reduce Price (Highly Elastic),620.0500000000001
WHITE GLASS CHUNKY CHARM BRACELET,0.95,Increase Price (Inelastic),620.05
PINK JEWELLED PHOTO FRAME ,-0.33,Optimize / Monitor Price,618.1
FRENCH BLUE METAL DOOR SIGN 9,23.223,Increase Price (Inelastic),616.9
SMALL ORIENTAL BLUE FOLDING STOOL,-0.51,Optimize / Monitor Price,615.4
MIRRORED WALL ART PHOTO FRAMES,-91.265,Reduce Price (Highly Elastic),615.0
SCOTTIES DESIGN WASHBAG,301131240657315.3,Increase Price (Inelastic),614.25
LAUREL HEART ANTIQUE GOLD,1.499,Increase Price (Inelastic),613.51
CHRISTMAS CARD SINGING ANGEL,-8.284,Reduce Price (Highly Elastic),612.9
MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,-0.207,Increase Price (Inelastic),612.85
VINTAGE BEAD PINK SCARF ,-1.59,Reduce Price (Highly Elastic),612.75
DAISY SKETCHBOOK ,-1.933,Reduce Price (Highly Elastic),610.61
BLUE KNITTED HEN ,-13.648,Reduce Price (Highly Elastic),609.96
"WRAP, FRIENDSHIP ON GREEN",834789566591460.2,Increase Price (Inelastic),609.0
PINK ENAMEL+GLASS HAIR COMB,-11.42,Reduce Price (Highly Elastic),609.0
NEW BAROQUE IVORY CUSHION COVER ,-11.967,Reduce Price (Highly Elastic),607.7
GOLD PHOTO FRAME,-2.593,Reduce Price (Highly Elastic),607.4399999999999
RED REINDEER STRING OF 20 LIGHTS,-20.785,Reduce Price (Highly Elastic),605.75
BLUE VICTORIAN FABRIC OVAL BOX,4.714,Increase Price (Inelastic),605.57
BLUE PATCH PURSE PINK HEART,-48.295,Reduce Price (Highly Elastic),604.25
BLOSSOM IMAGES SCRAP BOOK SET,-1.917,Reduce Price (Highly Elastic),603.75
PANTRY APPLE CORER,-117.421,Reduce Price (Highly Elastic),603.4
SMALL TALL CAMPHOR WOOD TOADSTOOL,-1.148,Reduce Price (Highly Elastic),603.15
SMALL GREEN PEONY FOLDING STOOL,-1.368,Reduce Price (Highly Elastic),602.6
SET/4 BADGES CUTE CREATURES,-0.466,Optimize / Monitor Price,602.14
GRASS HOPPER WOODEN WALL CLOCK ,-1.163,Reduce Price (Highly Elastic),601.69
ENVELOPE 50 ROMANTIC IMAGES,-32.267,Reduce Price (Highly Elastic),600.49
DECORATIVE FLORE BATHROOM BOTTLE,-3.525,Reduce Price (Highly Elastic),600.16
SKULL LUNCHBOX WITH CUTLERY ,-11.152,Reduce Price (Highly Elastic),600.15
RETRO SPOT CANDLE  SMALL,-16.367,Reduce Price (Highly Elastic),599.57
BLUE CIRCLES DESIGN MONKEY DOLL,-9.003,Reduce Price (Highly Elastic),599.25
ENVELOPE 50 CURIOUS IMAGES,0.074,Increase Price (Inelastic),598.61
5 STRAND GLASS NECKLACE CRYSTAL,-40.002,Reduce Price (Highly Elastic),598.35
FOLDING BUTTERFLY MIRROR IVORY ,-4.606,Reduce Price (Highly Elastic),597.7800000000001
"DECOUPAGE,GREETING CARD,",-10.353,Reduce Price (Highly Elastic),594.72
FOLDING UMBRELLA CHOCOLATE POLKADOT,2.454,Increase Price (Inelastic),593.41
CHRISTMAS CARD SCREEN PRINT ,-3.189,Reduce Price (Highly Elastic),593.16
BLACK MINI TAPE MEASURE ,-7.631,Reduce Price (Highly Elastic),592.25
FRENCH PAISLEY CUSHION COVER ,-1.529,Reduce Price (Highly Elastic),591.79
ORIGAMI JASMINE INCENSE/CANDLE SET,-1.831,Reduce Price (Highly Elastic),590.8499999999999
FLOWER FAIRY INCENSE BOUQUET,-2.025,Reduce Price (Highly Elastic),589.94
GREEN GOOSE FEATHER TREE 60CM,1.521,Increase Price (Inelastic),589.5
LARGE APOTHECARY MEASURING JAR ,-31.303,Reduce Price (Highly Elastic),587.2
SKULLS SQUARE TISSUE BOX,-2.165,Reduce Price (Highly Elastic),587.06
ORIGAMI VANILLA INCENSE/CANDLE SET ,-0.943,Optimize / Monitor Price,586.5999999999999
LARGE SKULL WINDMILL,-158.128,Reduce Price (Highly Elastic),586.5
"DECORATION , HANGING METAL CHICKEN",-60.689,Reduce Price (Highly Elastic),586.25
SCANDINAVIAN 3 HEARTS NAPKIN RING,-1.276,Reduce Price (Highly Elastic),585.8
FOLDING UMBRELLA PINKWHITE POLKADOT,4.788,Increase Price (Inelastic),585.6600000000001
BLUE PAISLEY TISSUE BOX,-1.443,Reduce Price (Highly Elastic),585.0799999999999
BEACH HUT PHOTO FRAME,-2.851,Reduce Price (Highly Elastic),583.1
VICTORIAN METAL POSTCARD CHRISTMAS,961102963334976.9,Increase Price (Inelastic),582.4499999999999
TRAVEL CARD WALLET VINTAGE LEAF,1417169765044435.0,Increase Price (Inelastic),581.7
CINNAMON SCENTED VOTIVE CANDLE,-0.606,Optimize / Monitor Price,581.63
ENAMEL PINK SUGAR CONTAINER,-2.907,Reduce Price (Highly Elastic),581.5799999999999
SET OF 4 NAPKIN CHARMS INSTRUMENT,0.558,Increase Price (Inelastic),581.27
MINI JIGSAW GO TO THE FAIR,-0.64,Optimize / Monitor Price,581.16
SET/4 BUTTERFLY MIRROR MAGNETS,-1.941,Reduce Price (Highly Elastic),580.7
CLAM SHELL LARGE,-18.865,Reduce Price (Highly Elastic),580.2
MIRRORED WALL ART STARS,-1.376,Reduce Price (Highly Elastic),579.3000000000001
"STRING OF 8 BUTTERFLIES,PINK",2.301,Increase Price (Inelastic),579.3
PACK 3 IRON ON DOG PATCHES,-4.0,Reduce Price (Highly Elastic),578.71
JINGLE BELLS TREE DECORATION,-8.548,Reduce Price (Highly Elastic),578.04
DIAMANTE BOW BROOCH BLACK COLOUR,0.433,Increase Price (Inelastic),577.85
EASTER BUNNY GARLAND OF FLOWERS,-438471032810935.1,Reduce Price (Highly Elastic),577.0799999999999
BUBBLE GUM SCARF KNITTING KIT,-4.824,Reduce Price (Highly Elastic),576.3000000000001
ASSORTED COLOUR LIZARD SUCTION HOOK,-8.677,Reduce Price (Highly Elastic),576.0600000000001
PINK RIVIERA HANDBAG,-2.261,Reduce Price (Highly Elastic),575.7
75 GREEN PETIT FOUR CASES,1281621163231241.5,Increase Price (Inelastic),574.56
PINK PICNIC BARBECUE BUCKET,-12.619,Reduce Price (Highly Elastic),574.3
PINK/PURPLE RETRO RADIO,1993802288160923.8,Increase Price (Inelastic),572.3000000000001
ORANGE FLOWER MUG ,-2.364,Reduce Price (Highly Elastic),571.7099999999999
BLACK LOVE BIRD T-LIGHT HOLDER,-1.809,Reduce Price (Highly Elastic),571.61
SET/4 2 TONE EGG SHAPE MIXING BOWLS,-31.99,Reduce Price (Highly Elastic),569.53
TROPICAL PASSPORT COVER ,-2.125,Reduce Price (Highly Elastic),568.43
BLUE PATCH PENCIL CASE PINK HEART,-9.594,Reduce Price (Highly Elastic),567.3900000000001
BLUE HEART COMPACT MIRROR,-1.244,Reduce Price (Highly Elastic),566.25
POLKA DOT PISTACHIO PAIL,-159.267,Reduce Price (Highly Elastic),566.22
ZINC HEART LATTICE DOUBLE PLANTER,-18.329,Reduce Price (Highly Elastic),566.1
DOOR MAT NEIGHBOURHOOD WITCH ,-23.422,Reduce Price (Highly Elastic),565.89
BLUE SCOTTIE DOG W FLOWER PATTERN,-13.639,Reduce Price (Highly Elastic),565.8
GREEN BIRDHOUSE DECORATION,-1.441,Reduce Price (Highly Elastic),565.0699999999999
JARDIN ETCHED GLASS SMALL BELL JAR,-1.28,Reduce Price (Highly Elastic),564.25
WATERING CAN SINGLE HOOK PISTACHIO,-24.623,Reduce Price (Highly Elastic),564.12
CANDY SPOT HAND BAG,10.97,Increase Price (Inelastic),563.7700000000001
PINK FLOWER FABRIC PONY,-19.714,Reduce Price (Highly Elastic),563.6
CHRISTMAS CARD STACK OF PRESENTS,-1.171,Reduce Price (Highly Elastic),562.02
WALL MIRROR RECTANGLE DIAMANTE PINK,-3.888,Reduce Price (Highly Elastic),561.45
SILVER DISCO HANDBAG,-1.857,Reduce Price (Highly Elastic),560.76
RED ROSE AND LACE C/COVER,2699390451640420.0,Increase Price (Inelastic),560.5
"RETRO ""TEA FOR ONE"" ",1.394,Increase Price (Inelastic),560.25
HOLLY TOP CHRISTMAS STOCKING,8.958,Increase Price (Inelastic),556.27
PAPERWEIGHT HOME SWEET HOME,-1.227,Reduce Price (Highly Elastic),555.51
ASS COLOUR GLOWING TIARAS,-8.077,Reduce Price (Highly Elastic),554.8
VINTAGE BEAD NOTEBOOK,2669295804162050.5,Increase Price (Inelastic),554.6
THE KING GIFT BAG,-2.538,Reduce Price (Highly Elastic),553.79
BLUE POLKADOT EGG CUP ,-2.981,Reduce Price (Highly Elastic),552.76
DENIM PATCH PURSE PINK BUTTERFLY,3397995355064134.0,Increase Price (Inelastic),552.75
PINK CAT BOWL,-1.268,Reduce Price (Highly Elastic),552.12
BLUE BIRDHOUSE DECORATION,-1.617,Reduce Price (Highly Elastic),550.41
BLUE CLIMBING HYDRANGA ART FLOWER,-1.463,Reduce Price (Highly Elastic),547.6500000000001
SILVER TEDDY BEAR,-3.833,Reduce Price (Highly Elastic),547.46
FRENCH CHATEAU OVAL PLATTER,-1.538,Reduce Price (Highly Elastic),547.35
CRYSTAL STUD EARRINGS ASSORTED COL ,-0.231,Increase Price (Inelastic),546.86
FRENCH CHATEAU LARGE PLATTER ,-1.962,Reduce Price (Highly Elastic),546.45
MARAKESH LANTERN LARGE,-23.834,Reduce Price (Highly Elastic),544.5
CURIOUS IMAGES SCRAP BOOK SET,-1.913,Reduce Price (Highly Elastic),543.45
WHITE CANDYSTUFT ARTIFICIAL FLOWER,-0.544,Optimize / Monitor Price,543.37
TEATIME GEL PENS ASST,-1.418,Reduce Price (Highly Elastic),542.88
PINK DISCO HANDBAG,-1.184,Reduce Price (Highly Elastic),542.64
DECORATIVE NET CANOPY CREAM,-9.165,Reduce Price (Highly Elastic),541.6
ROUND CACTUS CANDLE,-9.533,Reduce Price (Highly Elastic),541.45
LIGHT BIRD HOUSE TREE DECORATION,-16.721,Reduce Price (Highly Elastic),540.62
MIRRORED DOVE WALL DECORATION,-3.675,Reduce Price (Highly Elastic),539.63
MAGIC GARDEN FELT GARLAND ,1.243,Increase Price (Inelastic),539.5799999999999
PING! MICROWAVE PLATE,-1.447,Reduce Price (Highly Elastic),537.89
BLUE DELPHINIUM ARTIFICIAL FLOWER,-1.39,Reduce Price (Highly Elastic),537.3700000000001
TROPICAL LUGGAGE TAG,-5.84,Reduce Price (Highly Elastic),536.64
 4 PURPLE FLOCK DINNER CANDLES,-2.692,Reduce Price (Highly Elastic),535.96
CONCH SHELL,-13.871,Reduce Price (Highly Elastic),535.8
PAIR PADDED HANGERS PINK CHECK,-17.843,Reduce Price (Highly Elastic),535.35
GOLD WINE GOBLET,-0.736,Optimize / Monitor Price,534.96
CANDY SPOT TEA COSY,-4.494,Reduce Price (Highly Elastic),534.7
WRAP GREEN RUSSIAN FOLKART ,-2.786,Reduce Price (Highly Elastic),533.75
LADLE LOVE HEART RED ,-75.512,Reduce Price (Highly Elastic),532.5
HAND TOWEL PALE BLUE W FLOWERS,-3.776,Reduce Price (Highly Elastic),532.35
ASS DES PHONE SPONGE CRAFT STICKER,-0.776,Optimize / Monitor Price,531.39
PEACH KNITTED HEN ,-14.493,Reduce Price (Highly Elastic),530.76
PINK JEWELLED PHOTO FRAME,-12.067,Reduce Price (Highly Elastic),529.47
HEARTS GIFT TAPE,-5.246,Reduce Price (Highly Elastic),528.88
CLASSICAL ROSE DISH,-1.443,Reduce Price (Highly Elastic),528.85
MIRRORED WALL ART SNOWFLAKES,-2.6,Reduce Price (Highly Elastic),528.15
S/4 BLUE DINNER CANDLE SILVER FLOCK,-3.576,Reduce Price (Highly Elastic),526.8
MOUSEY LONG LEGS SOFT TOY,-35.781,Reduce Price (Highly Elastic),524.7
STRAWBERRY CANDY BAG,-22.275,Reduce Price (Highly Elastic),524.25
TREE T-LIGHT HOLDER WILLIE WINKIE,-0.693,Optimize / Monitor Price,522.74
 IVORY PAPER CUP CAKE CASES ,-39.12,Reduce Price (Highly Elastic),521.1
SPRIG LAVENDER ARTIFICIAL FLOWER,-1.411,Reduce Price (Highly Elastic),516.28
ASSORTED SHAPES PHOTO CLIP SILVER ,-10.638,Reduce Price (Highly Elastic),515.63
ORIGAMI ROSE INCENSE IN TUBE,-1.131,Reduce Price (Highly Elastic),515.46
COLUMBIAN CANDLE ROUND ,-2.628,Reduce Price (Highly Elastic),515.24
SILVER PHOTO FRAME,-16.309,Reduce Price (Highly Elastic),514.1999999999999
VINTAGE PHOTO ALBUM PARIS DAYS,-28.869,Reduce Price (Highly Elastic),514.1999999999999
BLUE TV TRAY TABLE ,-2.773,Reduce Price (Highly Elastic),513.74
DANISH ROSE UMBRELLA STAND,-8.79,Reduce Price (Highly Elastic),513.55
GLASS TWIST BON BON JAR,-17.921,Reduce Price (Highly Elastic),512.85
DARK BIRD HOUSE TREE DECORATION,-2.365,Reduce Price (Highly Elastic),511.96999999999997
FRYING PAN BLUE POLKADOT,-1.42,Reduce Price (Highly Elastic),510.5
GREEN 3 TIER GLASS PLATE STAND,-1.581,Reduce Price (Highly Elastic),509.9
BLOND DOLL DOORSTOP,-1.271,Reduce Price (Highly Elastic),509.58000000000004
SET/3 POLKADOT STACKING TINS,-111.115,Reduce Price (Highly Elastic),507.9
COFFEE SCENT PILLAR CANDLE,-4811935620384141.0,Reduce Price (Highly Elastic),506.35
SMALL CAMPHOR WOOD FIELD  MUSHROOM,-1.535,Reduce Price (Highly Elastic),506.31
PINK  HONEYCOMB PAPER FAN,-1.907,Reduce Price (Highly Elastic),504.94
LAUREL STAR ANTIQUE SILVER ,10.386,Increase Price (Inelastic),504.6
BIRD IN TREE MUG ,-2.696,Reduce Price (Highly Elastic),504.55
PAPERWEIGHT KINGS CHOICE ,-1.173,Reduce Price (Highly Elastic),504.45
SINGLE WIRE HOOK PINK HEART,-0.716,Optimize / Monitor Price,503.83
KITTY PENCIL ERASERS,-36.616,Reduce Price (Highly Elastic),503.65
RETRO SPOT CANDLE  MEDIUM,-20.796,Reduce Price (Highly Elastic),502.80000000000007
SPACE OWL,1.62,Increase Price (Inelastic),502.37
BEADED CRYSTAL HEART BLUE SMALL,-3.39,Reduce Price (Highly Elastic),500.1
FOLDING UMBRELLA WHITE/RED POLKADOT,-26.562,Reduce Price (Highly Elastic),499.3
TEATIME ROUND PENCIL SHARPENER ,-1.55,Reduce Price (Highly Elastic),498.78000000000003
ROSE SCENT CANDLES IN GLASS,-57.277,Reduce Price (Highly Elastic),498.5
ACRYLIC GEOMETRIC LAMP,-9.219,Reduce Price (Highly Elastic),497.65
CHARLIE+LOLA MY ROOM DOOR SIGN,-1.225,Reduce Price (Highly Elastic),497.64
ASSORTED CHEESE FRIDGE MAGNETS,-12.74,Reduce Price (Highly Elastic),497.34000000000003
OPIUM SCENTED VOTIVE CANDLE,-0.268,Increase Price (Inelastic),497.03999999999996
SET/4 BIRD MIRROR MAGNETS ,-0.868,Optimize / Monitor Price,496.25
FROG SOCK PUPPET,-31.814,Reduce Price (Highly Elastic),495.4000000000001
BUNNY EGG GARLAND,2101809190200402.0,Increase Price (Inelastic),495.18
CHERRY BLOSSOM TABLE CLOCK ,-1.016,Reduce Price (Highly Elastic),495.09999999999997
STRIPY DESIGN SHOWER CAP,-1.119,Reduce Price (Highly Elastic),491.87
GREEN SQUARE COMPACT MIRROR,-1.836,Reduce Price (Highly Elastic),491.25
GARAGE KEY FOB,-3.211,Reduce Price (Highly Elastic),491.15000000000003
FAIRY DREAMS INCENSE ,-3.854,Reduce Price (Highly Elastic),491.11
FELT EGG COSY LADYBIRD ,-1.287,Reduce Price (Highly Elastic),489.44
FOLKART CLIP ON STARS,-1.289,Reduce Price (Highly Elastic),488.7
BLUE SPOTTY LUGGAGE TAG ,-9.361,Reduce Price (Highly Elastic),488.5
CANDY SPOT BREAD BASKETS,-4.481,Reduce Price (Highly Elastic),487.34999999999997
CROCHET ROSE PURSE WITH SUEDE BACK,1789837306475847.8,Increase Price (Inelastic),486.75000000000006
KEEP OUT GIRLS DOOR HANGER ,-7.747,Reduce Price (Highly Elastic),486.67999999999995
BLACK GEMSTONE BRACELET,1.358,Increase Price (Inelastic),486.24999999999994
JARDIN ETCHED GLASS BUTTER DISH,-12.765,Reduce Price (Highly Elastic),485.9
COLUMBIAN CUBE CANDLE,-2.993,Reduce Price (Highly Elastic),485.54999999999995
PATCHWORK PENCIL CASE BUTTERFLY ,-6.17,Reduce Price (Highly Elastic),485.49
BLUE SQUARE COMPACT MIRROR,-1.112,Reduce Price (Highly Elastic),483.75
BOX/12 CHICK & EGG IN BASKET,-129.921,Reduce Price (Highly Elastic),483.6
DENIM PATCH PENCIL CASE BUTTERFLY,-3.424,Reduce Price (Highly Elastic),483.33
PARTY TIME PENCIL ERASERS,0.942,Increase Price (Inelastic),481.81
CLASSICAL ROSE CANDLESTAND,-2.639,Reduce Price (Highly Elastic),481.55
NEW BAROQUE BLACK PHOTO ALBUM,-1.036,Reduce Price (Highly Elastic),481.05
BOTANICAL LAVENDER GIFT WRAP ,-0.844,Optimize / Monitor Price,481.0
BLUE  TILE HOOK,-8.245,Reduce Price (Highly Elastic),480.9
RED PEONY CUSHION COVER ,-3.533,Reduce Price (Highly Elastic),480.85
GLASS BONNE JAM JAR,-68.857,Reduce Price (Highly Elastic),480.1
75 BLACK FAIRY CAKE CASES,-11.613,Reduce Price (Highly Elastic),479.9
GOLD FISHING GNOME,-1.427,Reduce Price (Highly Elastic),478.61
